filename,keys,requirement
2005 - pontis.txt,G.D34.4.7.22.15,The administrator shall be able to add custom project lists.
2005 - pontis.txt,G.D34.4.7.22.16,The administrator shall be able to configure default values for various  scenario parameters.
2005 - pontis.txt,G.D34.4.7.22.17,The administrator shall be able to configure customizable options that affect system operations.
2005 - pontis.txt,G.D34.4.7.22.18,"The system shall validate all configuration options to verify proper program operation, including explicit identification of any potentially conflicting  program options."
2005 - pontis.txt,G.D34.4.7.22.19,Configuration option validation shall be supported by a built-in diagnostic report.
2005 - pontis.txt,G.D34.4.7.23.1,The administrator shall be able to configure the labels of user interface items  and screen displays.
2005 - pontis.txt,G.D34.4.7.23.2,The system shall be capable of supporting internationalization using the standard Wi ndows/.NET internationalization support.
2005 - pontis.txt,G.D34.4.7.23.3,"The system shall be capable of showing all screens, men us, user interface controls, prompts, error messages and information notices in native language, with some of these elements customizable."
2005 - pontis.txt,G.D34.4.7.24.1,The system shall provide an interface to communicate with an external service or third-party software.   A set of standard interfaces25 will be defined for this capability.
2005 - pontis.txt,G.D34.4.7.24.2,The system shall provide application administrators with a secured tool for overriding bridge/project check-out  status.
2005 - pontis.txt,G.D34.4.7.24.3,The system shall provide application administrators with a secured tool for clearing batch processing tables used by the system  for deadlock/lockout resolution.
2005 - pontis.txt,G.D34.4.7.24.4,"The system shall provide a fixed set of  predefined, secured, administration reports to document users, user  roles, application privileges, user login sessions,  checked-out bridges, and other key in formation necessary to manage  application operation."
2005 - pontis.txt,G.D34.5.2.1,"The application should look and feel consistent in the web and standalone operating environments, therefore it will conform to standard .NET standalone  and web application conventions with necessary accommodations for the deployment environment only where these prove necessary  and appropriate."
2005 - pontis.txt,G.D34.5.2.2,"As a general goal, Pontis users should be comfortable operating and using the software aft er two full days of training."
2005 - pontis.txt,G.D34.5.2.2.1,User s who only  wish to access and display bridge information should be comfortable operating and using the software after two hours of training.
2005 - pontis.txt,G.D34.5.2.2.2,System administrators should be comfortable  operating and maintaining the software after user training and one full day of system administration training.
2005 - pontis.txt,G.D34.5.2.3,"The system developer shall consider supporting existing custom forms and reports developed in PowerBuilder 9.  It shall decide on a development tool for users so that they can continue to customize Pontis and extend its capability.  For example, custom forms and reports created with PowerBuilder 9 may be migrated to a .NET application  by using the Sybase DataWindow .NET technology which is available in PowerBuilder 10."
2005 - pontis.txt,G.D34.5.2.4,"Integrating DataWindow .NET is likely a short-term strategy to ease migration of user forms and reports to Pontis  5.0.   A stated objective for Pont is 5.0  is eliminating dependency on PowerBuilder.  Ideally, the application should not require any particular vendor technology for report or form generation, such as InfoMaker/PowerBuilder, so a sunset plan must be developed to outline a strategy to meet this objective.   However, the application shall continue to provide a plug-in cap ability to integrate third-party .NET data displays and reports in the user workspace."
2005 - pontis.txt,G.D34.5.3.0.1,The capacity and speed  of the commercial RDBMS product used for the data repository;
2005 - pontis.txt,G.D34.5.3.0.2,"The speed of the servers on which Pontis, the  RDBMS, the analytical and other processing engines , and other information resources are installed;"
2005 - pontis.txt,G.D34.5.3.0.3,The effective speed and  congestion levels on the network that connects the servers and client machines running the application; and
2005 - pontis.txt,G.D34.5.3.0.4,A standalone database engine will continue to be necessary.  Performance objectives for the standalone database should be comparable.
2005 - pontis.txt,G.D34.5.3.1,"The Pontis 5.0 repository must be able to store the following quantities of bridges, work recommendations, scenario s, projects, and users at a minimum: 50,000 Bridges, 30 Inspections per bridge,  50 per bridge average Work Recommendations, 20 Scenarios, 50000 Projects, 150000 Project details, 500 Registered  Users, 25 (web) or 10 simultaneous transactional read -write users, 150 simultaneous View-only Users, 2 Batch (offline processing)"
2005 - pontis.txt,G.D34.5.3.2.1,Pontis 5.0 is not strictly a transactional application or mission-critical for most capabilities.
2005 - pontis.txt,G.D34.5.3.2.1.1,"In light of this, the application shall be available for use 18 hours per day, 353 days per year, reserving 6 hours per day and one day per month for routine agency network and infrastructure  maintenance."
2005 - pontis.txt,G.D34.5.3.2.1.2,"During  normal times of operation, Pontis shall achieve 98 percent up time."
2005 - pontis.txt,G.D34.5.3.2.2.1,"Because Pontis 5.0 is not a mission-critical application, there will be no attempt to design or construct the system for uninterrupted operation."
2005 - pontis.txt,G.D34.5.3.2.2.2,"Agencies may choose to implement database  transaction logging, mirroring, or switchover to backup servers in the event of a hardware or network failure, but support for these decisions or implementation are be yond the scope of Pontis 5. 0 effort."
2005 - pontis.txt,G.D34.5.3.2.2.3,Procedures and equipment for backups (database and software) and disaster recovery are also outside the scope of this effort.
2005 - pontis.txt,G.D34.5.4.0.1,The requirements for both thin-client and thick-client applications are discussed.  Specific items are to be determined.
2005 - pontis.txt,G.D34.5.4.1.1,"The Pontis application server ( ASP.NET) software will  run  on a server  located within a (presumably) secure facility at each agency.  Because it is an ASP.NET application, the end users can vary in location depending on the network accessibility of the server."
2005 - pontis.txt,G.D34.5.4.1.2,"The Pontis database, and any other databases to be accessed from Pontis may be co-located on the same server machine, but at a minimum must be accessible from the Pontis application server via standard database communication and connection protocols."
2005 - pontis.txt,G.D34.5.4.1.3,"The server machine will run Windows Server 2003 or, given technology evolution, a descendant target  server environment identified in the implementation plan."
2005 - pontis.txt,G.D34.5.4.1.4,"The server machine must have all necessary software to run an ASP.NET application.  This specifically includes, but may not be limited to, IIS30, the .NET Frame work and ASP.NET."
2005 - pontis.txt,G.D34.5.4.1.5,"Other web servers, appliances, and add-in technologies may also be necessary depending on the final application design."
